delta_R,m_mu_mu
[ 3.84580234],[ 124.20131702]
[ 3.37661937],[ 14.58861169]
[ 4.25748759],[ 23.7910062]
[ 1.81312213],[ 2.75218059]
[ 2.90038962],[ 123.71358281]
[ 3.75308993],[ 8.89742446]
[ 2.58010551],[ 124.9713372]
[ 3.44019529],[ 125.11905477]
[ 2.67839614],[ 5.15259875]
[ 3.4186535],[ 27.85786087]
[ 2.91578493],[ 120.56940063]
[ 3.35605567],[ 23.50850722]
[ 3.81343491],[ 1.48284195]
[ 4.9062049],[ 124.66324265]
[ 1.6185022],[ 125.3238219]
[ 2.70304646],[ 126.66920233]
[ 3.31657005],[ 28.61844311]
[ 4.66685136],[ 122.95438465]
[ 4.08368027],[ 107.28829446]
[ 3.17396043],[ 125.58063337]
[ 2.6156289],[ 124.58987973]
[ 2.97049998],[ 124.34533305]
[ 2.52328317],[ 23.48926859]
[ 3.65704526],[ 65.51538134]
[ 3.29908003],[ 129.47535697]
[ 3.34317107],[ 124.45724307]
[ 4.20891084],[ 126.7519663]
[ 3.55651813],[ 121.99156545]
[ 3.18652359],[ 124.9240123]
[ 1.50884687],[ 124.14660536]
[ 3.05747247],[ 120.69411089]
[ 4.05105817],[ 33.36689819]
[ 2.60733034],[ 109.46914255]
[ 3.02405855],[ 25.43026611]
[ 3.44827622],[ 19.36296742]
[ 3.20076694],[ 15.46954375]
[ 2.85795863],[ 119.03252777]
[ 3.35479555],[ 22.10763001]
[ 3.79433043],[ 124.74238863]
[ 2.20160737],[ 123.84121103]
[ 3.96211136],[ 124.68214414]
[ 2.79362243],[ 3.83606301]
[ 2.98446827],[ 122.60641936]
[ 3.46302901],[ 126.12152832]
[ 3.31887337],[ 3.06009553]
[ 3.40644078],[ 26.13676906]
[ 3.31065747],[ 115.97705419]
[ 2.85346301],[ 123.76671102]
[ 2.79442396],[ 24.00447415]
[ 3.99253969],[ 125.21420229]
[ 2.37714305],[ 119.86869475]
[ 3.61823338],[ 68.21460602]
[ 3.67113612],[ 124.70757675]
[ 3.21294956],[ 125.5929771]
[ 3.85767586],[ 11.17135303]
[ 4.27139785],[ 2.22033856]
[ 2.73336475],[ 116.92529771]
[ 3.54067791],[ 122.63856087]
[ 4.56413629],[ 46.26405575]
[ 4.7106452],[ 17.41262395]
[ 3.36815923],[ 59.61628725]
[ 2.97226604],[ 28.30727379]
[ 3.10651745],[ 41.55562724]
[ 3.95690054],[ 125.56198028]
[ 3.81389142],[ 12.48907881]
[ 4.41465719],[ 121.58968781]
[ 2.93650169],[ 27.70385041]
[ 3.22607934],[ 42.28464836]
[ 3.21360769],[ 48.85311249]
[ 3.06773495],[ 92.32498091]
[ 3.00446024],[ 124.19266042]
[ 3.26235482],[ 125.60679558]
[ 3.82346037],[ 39.82141815]
[ 2.47482439],[ 131.23729815]
[ 3.30351917],[ 54.35643562]
[ 3.44230091],[ 28.75295091]
[ 4.27761906],[ 128.15407296]
[ 3.94882482],[ 12.36682545]
[ 2.41617953],[ 17.96465089]
[ 3.44579894],[ 123.24374866]
[ 4.43132621],[ 125.85872865]
[ 3.24200701],[ 124.45910479]
[ 4.549169],[ 9.34960433]
[ 3.24839212],[ 121.79102091]
[ 2.05566206],[ 5.37638813]
[ 2.17772456],[ 3.51438423]
[ 3.57744931],[ 125.28161189]
[ 3.2948558],[ 124.14399295]
[ 4.24025826],[ 14.77642136]
[ 2.58183556],[ 7.91140318]
[ 4.77271038],[ 15.8460384]
[ 3.28625949],[ 2.04305124]
[ 3.40825373],[ 2.10388159]
[ 1.80819467],[ 119.74065062]
[ 3.63226374],[ 122.70995086]
[ 3.27652995],[ 27.99191573]
[ 2.04732263],[ 121.26658063]
[ 3.53797578],[ 121.41757619]
[ 3.10534582],[ 120.82134556]
[ 3.00988033],[ 125.75974731]
[ 3.73444076],[ 7.83719178]
[ 2.9723286],[ 21.97803158]
[ 3.27772117],[ 125.35355132]
[ 3.17261102],[ 2.57013662]
[ 2.98102761],[ 125.17356413]
[ 3.92499517],[ 53.91048399]
[ 3.38874052],[ 125.05139396]
[ 5.73688118],[ 121.42772655]
[ 3.12227544],[ 125.51411053]
[ 3.47508436],[ 124.91059404]
[ 2.54591127],[ 125.63481313]
[ 3.16720765],[ 110.11084688]
[ 2.48454652],[ 4.55124507]
[ 2.68769711],[ 122.50136892]
[ 4.04335296],[ 123.44979744]
[ 3.00453382],[ 105.63635644]
[ 1.7834962],[ 121.26675596]
[ 4.09388175],[ 126.1057434]
[ 3.27246288],[ 126.01100849]
[ 3.67372733],[ 2.96186411]
[ 3.31089628],[ 123.63755592]
[ 2.42052958],[ 125.53082508]
[ 3.49912689],[ 108.02831761]
[ 3.10748262],[ 122.74810651]
[ 3.57097335],[ 8.96108663]
[ 1.96749776],[ 124.22334636]
[ 3.28436555],[ 28.48473703]
[ 3.29982187],[ 126.14315848]
[ 2.3042753],[ 124.24243493]
[ 2.7173675],[ 15.28309928]
[ 3.30048896],[ 124.27194448]
[ 4.8611854],[ 35.34767702]
[ 3.85691623],[ 121.14920317]
[ 2.98349678],[ 125.75956943]
[ 3.5603618],[ 118.2153329]
[ 4.35893208],[ 5.05365685]
[ 3.7619325],[ 110.44098058]
[ 3.06858486],[ 19.14856272]
[ 2.77633349],[ 21.93172487]
[ 3.12565673],[ 6.22388806]
[ 2.98606279],[ 31.50137838]
[ 3.03243607],[ 22.34943126]
[ 3.61889801],[ 119.02434164]
[ 2.70700867],[ 14.78114353]
[ 4.42377347],[ 42.73683772]
[ 3.07654627],[ 22.10532084]
[ 3.1282003],[ 126.20087499]
[ 2.96381453],[ 29.22511624]
[ 2.1417546],[ 22.42245363]
[ 4.61544057],[ 2.23177982]
[ 3.67568327],[ 123.62758302]
[ 4.15086611],[ 126.1655121]
[ 2.94348158],[ 16.53690282]
[ 2.92732681],[ 122.95503181]
[ 3.37938683],[ 127.26422587]
[ 4.9128566],[ 122.34017686]
[ 3.4950569],[ 31.49562798]
[ 3.60503074],[ 123.17870698]
[ 3.34577576],[ 123.11976942]
[ 2.12323406],[ 17.98758905]
[ 4.11669508],[ 121.42173605]
[ 3.32061174],[ 125.29911187]
[ 3.46652368],[ 124.02872275]
[ 3.28854432],[ 124.687545]
[ 2.95173261],[ 124.27674741]
[ 2.84197255],[ 123.61806972]
[ 3.04598025],[ 121.91624801]
[ 1.57930556],[ 21.97881942]
[ 1.3451379],[ 120.20926447]
[ 2.39846448],[ 124.80165094]
[ 3.45879921],[ 7.88514638]
[ 3.07119756],[ 122.30140886]
[ 3.62998195],[ 50.05205278]
[ 3.29235375],[ 9.58882305]
[ 3.11421638],[ 124.11600523]
[ 3.73312014],[ 123.42946202]
[ 2.46855373],[ 39.26087068]
[ 4.18263167],[ 38.21345219]
[ 4.156011],[ 36.88033336]
[ 3.53830156],[ 125.14265361]
[ 2.94678134],[ 123.80015293]
[ 3.47032269],[ 23.18824652]
[ 2.72769628],[ 26.30090513]
[ 2.86307426],[ 22.02053846]
[ 4.24839428],[ 122.82809554]
[ 2.56775968],[ 125.29394287]
[ 3.20025921],[ 124.98725395]
[ 4.52181642],[ 20.89290099]
[ 5.55924588],[ 95.445161]
[ 2.64324723],[ 122.61206996]
[ 1.77987674],[ 124.68662326]
[ 2.85884744],[ 20.24352063]
[ 2.88415673],[ 99.06717484]
[ 3.38595461],[ 2.10164694]
[ 2.6278585],[ 119.68460389]
[ 4.67833109],[ 120.85406788]
[ 4.52448125],[ 124.80491919]
[ 2.34688549],[ 24.42187603]
[ 5.04655149],[ 38.12353521]
[ 3.1021198],[ 116.70787608]
[ 4.45238147],[ 111.92063827]
[ 2.02794806],[ 124.43564693]
[ 3.41920023],[ 126.47995758]
[ 2.83728229],[ 148.48074558]
[ 2.42518052],[ 122.98244353]
[ 1.16090441],[ 126.96979918]
[ 3.45224339],[ 50.40352695]
[ 4.91774263],[ 8.63560208]
[ 4.02174737],[ 105.61352796]
[ 3.98721045],[ 9.76193082]
[ 2.69663443],[ 123.96620207]
[ 5.01834958],[ 16.93409832]
[ 1.6540717],[ 123.43779662]
[ 3.24047655],[ 125.79830315]
[ 3.13141234],[ 123.36900063]
[ 0.81239511],[ 1.18245625]
[ 4.23819289],[ 126.05896441]
[ 0.77191174],[ 118.94241128]
[ 4.8966834],[ 122.38127909]
[ 4.04164698],[ 10.86547785]
[ 3.32406236],[ 2.90538598]
[ 1.41385205],[ 15.62857082]
[ 4.43503012],[ 125.11031698]
[ 3.42664396],[ 123.13794572]
[ 2.84651313],[ 26.31622852]
[ 2.9531908],[ 40.65395375]
[ 3.37233898],[ 124.12168617]
[ 2.02285025],[ 8.266312]
[ 3.31814672],[ 126.47189197]
[ 3.6947608],[ 123.11361531]
[ 2.10336208],[ 122.82487459]
[ 3.0974033],[ 21.89675532]
[ 3.39035155],[ 124.45253555]
[ 2.49236035],[ 125.53368889]
[ 3.0810126],[ 124.33497199]
[ 2.4046382],[ 3.50053785]
[ 3.17148967],[ 9.81373073]
[ 3.12689193],[ 120.81621436]
[ 3.78596192],[ 16.43516594]
[ 3.55797762],[ 17.92941584]
[ 3.1232876],[ 125.001557]
[ 2.97406925],[ 36.33478884]
[ 2.89982942],[ 30.17995074]
[ 3.27509234],[ 125.21193574]
[ 2.79377505],[ 124.69278573]
[ 2.87764169],[ 109.12940699]
[ 3.82500002],[ 124.67285637]
[ 3.01715461],[ 126.39663442]
[ 2.99567624],[ 120.53698453]
[ 3.81021361],[ 124.38267493]
[ 3.36785233],[ 13.5183059]
[ 3.69398461],[ 4.81285471]
[ 2.7501381],[ 123.89922217]
[ 3.21964152],[ 16.7537664]
[ 3.32922614],[ 124.47842773]
[ 3.22400862],[ 2.52214407]
[ 2.09324679],[ 123.95647475]
[ 2.40220765],[ 1.35380172]
[ 4.35851361],[ 10.8060171]
[ 4.85406386],[ 21.60446661]
[ 3.24126128],[ 20.08461251]
[ 3.94093534],[ 113.95707384]
[ 4.62229839],[ 24.47426083]
[ 3.00697744],[ 23.17588142]
[ 3.20904262],[ 122.23976391]
[ 3.72615955],[ 4.93909237]
[ 2.91132344],[ 126.08304749]
[ 2.06896369],[ 122.09356357]
[ 3.10327109],[ 38.08757994]
[ 3.36518495],[ 4.77116863]
[ 1.92264704],[ 124.18985866]
[ 3.21404895],[ 124.96143169]
[ 4.20143118],[ 126.37507959]
[ 3.91048302],[ 124.18357156]
[ 3.18073202],[ 40.74909095]
[ 3.3471345],[ 123.70004479]
[ 3.80399884],[ 75.94933129]
[ 2.91923596],[ 121.73112943]
[ 3.14104089],[ 124.73307675]
[ 3.47250632],[ 127.50362159]
[ 3.22133018],[ 122.97956036]
[ 2.99167448],[ 124.31376322]
[ 3.45213565],[ 2.45560098]
[ 3.8330018],[ 123.95354474]
[ 2.40970027],[ 125.24411785]
[ 2.1363906],[ 2.31695896]
[ 3.20775168],[ 82.19055658]
[ 4.90066732],[ 6.66055188]
[ 2.93562642],[ 33.78471122]
[ 3.09464751],[ 22.08650867]
[ 3.04016707],[ 10.33389285]
[ 4.59659683],[ 8.54589983]
[ 3.43561677],[ 118.54261217]
[ 3.27401603],[ 126.04331362]
[ 3.10879815],[ 1.76241359]
[ 3.42210818],[ 26.76313631]
[ 3.98681126],[ 24.59822772]
[ 3.88519097],[ 25.56558628]
[ 2.95723275],[ 125.60847076]
[ 4.02987704],[ 34.30984686]
[ 1.30748745],[ 97.51157002]
[ 3.07812451],[ 121.01364085]
[ 3.18946761],[ 33.96924973]
[ 2.92933614],[ 123.16020777]
[ 3.2044264],[ 121.12973109]
[ 3.61123166],[ 125.37321756]
[ 3.85476151],[ 16.05594896]
[ 3.3024368],[ 121.91546627]
[ 4.04407756],[ 12.58079226]
[ 3.30621201],[ 118.35905826]
[ 4.32673836],[ 7.00457468]
[ 3.66838967],[ 7.36919299]
[ 1.74034426],[ 124.92082395]
[ 3.80097874],[ 114.34180164]
[ 3.42367644],[ 20.54235913]
[ 4.20464931],[ 10.15953948]
[ 2.57244598],[ 129.58068573]
[ 3.34960536],[ 27.5621193]
[ 4.23047578],[ 24.01886029]
[ 4.48967148],[ 17.02433984]
[ 3.59689824],[ 123.52473524]
[ 2.86647819],[ 125.74976703]
[ 3.16272195],[ 13.65394723]
[ 3.84906642],[ 122.90546632]
[ 3.24232762],[ 25.40585193]
[ 4.10370869],[ 60.58351792]
[ 3.02828806],[ 125.54650027]
[ 3.55640589],[ 51.69806021]
[ 3.13327909],[ 123.32675168]
[ 3.61349465],[ 34.85413782]
[ 3.1651166],[ 124.34359829]
[ 3.73583906],[ 125.92634073]
[ 2.89586523],[ 3.30953436]
[ 3.94757396],[ 124.14327424]
[ 3.34683451],[ 41.69639949]
[ 3.4366005],[ 123.13813274]
[ 2.54532768],[ 117.95660022]
[ 2.91746767],[ 123.37372961]
[ 3.07682894],[ 124.74200538]
[ 3.32653763],[ 126.1657462]
[ 0.4449388],[ 113.82212562]
[ 3.29104241],[ 2.82608923]
[ 3.38741026],[ 125.2991752]
[ 2.95988104],[ 124.31637072]
[ 2.82844606],[ 123.84923847]
[ 4.13064705],[ 8.98435239]
[ 3.40065731],[ 122.29464732]
[ 3.25079135],[ 125.29136353]
[ 4.27124724],[ 7.67865506]
[ 3.28086774],[ 122.87934264]
[ 3.44657202],[ 124.50204842]
[ 2.96089178],[ 124.09135536]
[ 4.24636954],[ 124.92781176]
[ 3.66878851],[ 126.65632027]
[ 3.30367587],[ 126.44880522]
[ 3.26833452],[ 122.06037449]
[ 4.18682804],[ 11.6050984]
[ 2.31271841],[ 115.08045779]
[ 3.06633694],[ 50.15946452]
[ 3.02936851],[ 26.61317477]
[ 3.66980779],[ 122.30999347]
[ 3.09206536],[ 124.93501054]
[ 2.401752],[ 126.47115569]
[ 4.09680963],[ 38.12017437]
[ 2.62649159],[ 38.55457614]
[ 1.19691022],[ 1.52010517]
[ 2.57521129],[ 124.99269506]
[ 3.11195691],[ 125.01610901]
[ 3.42627383],[ 123.50130141]
[ 3.8855387],[ 6.5819901]
[ 3.48598026],[ 24.86130601]
[ 3.37207153],[ 41.55121555]
[ 1.88935279],[ 12.75354694]
[ 3.39004263],[ 8.95139634]
[ 2.48827099],[ 33.67250113]
[ 2.93292582],[ 126.78207329]
[ 3.17230519],[ 5.49201644]
[ 3.1451495],[ 126.02331095]
[ 3.33125258],[ 28.30402626]
[ 3.81492677],[ 123.58990724]
[ 2.9503249],[ 2.29833662]
[ 5.52015657],[ 8.0058895]
[ 2.75082824],[ 20.44463625]
[ 3.24957464],[ 122.83533595]
[ 2.74427011],[ 119.55147339]
[ 2.6290454],[ 124.61283205]
[ 2.21875212],[ 125.26442751]
[ 3.59361541],[ 124.01305676]
[ 3.78894931],[ 125.41404719]
[ 3.21082581],[ 123.13650281]
[ 2.77689039],[ 18.68546807]
[ 2.09479338],[ 30.52725696]
[ 3.08171461],[ 20.71954626]
[ 4.13388913],[ 126.59202482]
[ 3.24849598],[ 2.17049409]
[ 4.07449745],[ 35.08067266]
[ 3.36234184],[ 7.10949961]
[ 2.5796933],[ 13.3606736]
[ 3.30282119],[ 124.03407806]
[ 3.27907604],[ 125.77151053]
[ 3.43838817],[ 123.57204521]
[ 3.45935059],[ 32.66828066]
[ 3.74464606],[ 123.64102941]
[ 3.88938864],[ 123.95440505]
[ 2.06855788],[ 37.487154]
[ 2.96406851],[ 122.54447427]
[ 3.35986431],[ 124.08620037]
[ 2.29830846],[ 122.67282038]
[ 2.76360853],[ 5.81406011]
[ 3.51279293],[ 33.6485407]
[ 3.66401163],[ 6.86774809]
[ 2.96886098],[ 25.71625189]
[ 4.2513692],[ 2.19670279]
[ 3.26252359],[ 32.23424734]
[ 2.99486331],[ 125.03610163]
[ 2.25351049],[ 123.04907955]
[ 3.67201725],[ 125.90060085]
[ 3.43608945],[ 115.93826857]
[ 3.38771496],[ 124.59496493]
[ 3.70390024],[ 124.42648488]
[ 2.67018857],[ 122.36959818]
[ 3.46030845],[ 60.49957771]
[ 1.20513485],[ 117.72825428]
[ 3.46334121],[ 0.87636426]
[ 3.3243433],[ 28.70090462]
[ 3.28053053],[ 123.85897686]
[ 2.94102757],[ 28.70404682]
[ 5.78932069],[ 124.21720727]
[ 2.66426737],[ 15.54704748]
[ 3.354553],[ 125.08257294]
[ 2.5756733],[ 2.07015157]
[ 2.84852168],[ 125.14161048]
[ 3.36338007],[ 123.22279659]
[ 3.52629882],[ 3.9547032]
[ 3.50926867],[ 122.78476291]
[ 3.97763219],[ 123.79279416]
[ 3.62693889],[ 123.76584138]
[ 3.52635374],[ 120.90622526]
[ 2.5002279],[ 2.32044169]
[ 2.16236791],[ 125.44943369]
[ 2.37721388],[ 22.74318971]
[ 3.22683246],[ 4.12560118]
[ 3.32705612],[ 125.05122904]
[ 3.65512215],[ 19.16457651]
[ 3.26680381],[ 14.59052353]
[ 3.21311101],[ 6.78856184]
[ 1.92539292],[ 20.28413803]
[ 2.35240695],[ 24.32028814]
[ 3.2950442],[ 7.04996166]
[ 3.24601002],[ 123.01217822]
[ 2.62826805],[ 119.12929721]
[ 3.18023149],[ 122.2790994]
[ 3.53716552],[ 124.16473338]
[ 3.88717433],[ 125.66754685]
[ 2.87747355],[ 27.54352124]
[ 2.95697791],[ 3.13112051]
[ 3.06512008],[ 124.73367026]
[ 2.35735951],[ 26.9224003]
[ 3.08070886],[ 123.39208613]
[ 3.41549471],[ 17.54156785]
[ 3.33648027],[ 121.99126638]
[ 2.66095187],[ 125.21856193]
[ 2.92019058],[ 6.12039385]
[ 3.19548669],[ 124.37226701]
[ 2.81693472],[ 64.59928631]
[ 3.15989799],[ 4.37091538]
[ 2.26120897],[ 2.19944531]
[ 3.75993988],[ 112.44399466]
[ 2.92871437],[ 112.09118773]
[ 3.01678885],[ 22.94813144]
[ 4.14111855],[ 122.70624007]
[ 2.88396904],[ 125.23155323]
[ 3.11549339],[ 125.51795776]
[ 3.07990365],[ 125.74506332]
[ 3.32224049],[ 14.03650586]
[ 3.53750788],[ 40.66058422]
[ 2.4829954],[ 17.75089945]
[ 3.19283408],[ 124.90022304]
[ 4.08581117],[ 124.11351768]
[ 4.02867026],[ 124.28178148]
[ 3.7245569],[ 7.45623754]
[ 2.49761779],[ 24.93156062]
[ 3.34657776],[ 124.32767846]
[ 2.90533846],[ 126.08899586]
[ 3.93265793],[ 125.42080506]
[ 2.8899629],[ 19.68767041]
[ 3.34066816],[ 125.26312915]
[ 3.45751622],[ 21.74332425]
[ 2.72148946],[ 124.92218036]
[ 2.99970195],[ 13.19659008]
[ 3.11037934],[ 126.18570749]
[ 3.77475232],[ 81.13200456]
[ 4.40878422],[ 126.3778455]
[ 5.32767198],[ 123.94831047]
[ 3.57460262],[ 36.46133182]
[ 3.20438585],[ 125.61305407]
[ 2.06878653],[ 16.29924444]
[ 5.65321934],[ 124.22022067]
[ 3.24390226],[ 123.02107521]
[ 3.53106291],[ 125.566502]
[ 2.3309678],[ 126.06877623]
[ 4.66946993],[ 10.05025855]
[ 1.47129236],[ 124.79655732]
[ 3.94162472],[ 20.42022707]
[ 3.41340984],[ 73.71933668]
[ 2.95943163],[ 21.13780509]
[ 4.21613139],[ 2.62428534]
[ 3.06584314],[ 124.51304041]
[ 3.97608068],[ 125.57962255]
[ 3.1577506],[ 44.2113916]
[ 3.1558701],[ 48.16384015]
[ 2.95373166],[ 9.73293492]
[ 3.3497312],[ 36.37276268]
[ 2.98933669],[ 122.76957039]
[ 3.09577667],[ 14.29006627]
[ 3.04211067],[ 125.2065344]
[ 3.06272552],[ 6.9666687]
[ 2.64511738],[ 27.00762596]
[ 2.95102243],[ 121.7292631]
[ 3.49058467],[ 33.78786995]
[ 2.90687082],[ 125.5435465]
[ 2.00345351],[ 124.10690753]
[ 3.67015791],[ 120.30580183]
[ 2.84881042],[ 3.69974689]
[ 3.41764122],[ 123.21793963]
[ 3.32769166],[ 126.39177316]
[ 4.21482595],[ 117.78135038]
[ 2.6799861],[ 11.28311203]
[ 2.82477936],[ 35.81549213]
[ 3.19242175],[ 124.50190931]
[ 3.84533605],[ 2.62461816]
[ 3.09188109],[ 119.24845051]
[ 2.6184096],[ 51.31834671]
[ 3.17650025],[ 126.88105966]
[ 4.11178944],[ 125.75487213]
[ 3.4867974],[ 8.56290659]
[ 2.61800645],[ 124.74243429]
[ 3.16837566],[ 124.9131834]
[ 3.38875821],[ 20.06733991]
[ 4.90936274],[ 119.80789252]
[ 1.63579005],[ 12.45785627]
[ 2.73411544],[ 2.52889575]
[ 1.86476163],[ 122.74664681]
[ 4.40043351],[ 123.06484395]
[ 3.35213902],[ 124.32348393]
[ 3.61105115],[ 3.58105709]
[ 4.3762569],[ 24.2611084]
[ 4.09781091],[ 118.4365429]
[ 3.18925724],[ 123.58543317]
[ 3.23110694],[ 11.99673613]
[ 3.51134295],[ 14.04885569]
[ 2.80847888],[ 2.62137612]
[ 4.0550573],[ 7.23126978]
[ 3.20222739],[ 123.70356134]
[ 3.9183057],[ 123.58813625]
[ 3.20408297],[ 122.14691823]
[ 2.58047286],[ 125.55377632]
[ 2.88868807],[ 15.31017472]
[ 3.25412067],[ 28.18218402]
[ 4.6066712],[ 2.20677851]
[ 4.31470233],[ 6.64267737]
[ 3.16040794],[ 121.40310631]
[ 1.77757324],[ 122.35879868]
[ 2.93393054],[ 88.19681958]
[ 3.12029178],[ 125.5559465]
[ 3.22596279],[ 14.94160931]
[ 2.58562207],[ 27.49236118]
[ 3.0659809],[ 24.72202059]
[ 2.71734639],[ 126.91391383]
[ 4.36918135],[ 121.88262129]
[ 3.06051882],[ 32.96132117]
[ 4.09466668],[ 98.7907139]
[ 2.86642072],[ 122.55205786]
[ 3.27722925],[ 3.91405652]
[ 3.40336623],[ 21.78527634]
[ 2.23539176],[ 8.01678008]
[ 4.06444363],[ 124.86827291]
[ 1.99714289],[ 125.67478096]
[ 3.49364862],[ 126.30514186]
[ 3.04437146],[ 125.79199676]
[ 3.20274662],[ 123.84957438]
[ 2.9965798],[ 124.90980099]
[ 4.1321083],[ 37.59016962]
[ 0.84369861],[ 1.01728066]
[ 2.88194161],[ 31.31793372]
[ 4.66501279],[ 31.9491953]
[ 1.44488758],[ 124.50540865]
[ 4.867418],[ 123.71925362]
[ 4.55926919],[ 3.17247281]
[ 3.47172896],[ 123.43657506]
[ 3.34734051],[ 105.71267696]
[ 4.07175021],[ 8.76266527]
[ 3.41275509],[ 124.56660943]
[ 0.51531644],[ 119.58487021]
[ 3.22285503],[ 125.2714945]
[ 2.61831569],[ 127.70092037]
[ 4.7457979],[ 122.78848505]
[ 4.60817793],[ 126.06178313]
[ 3.18604838],[ 34.68317723]
[ 4.18793733],[ 124.43562525]
[ 2.67239427],[ 127.18635327]
[ 3.1335435],[ 67.08559679]
[ 3.66940891],[ 29.35172097]
[ 3.65663453],[ 6.10775626]
[ 3.45719259],[ 120.63264269]
[ 4.61107935],[ 124.2071092]
[ 2.93182758],[ 125.74620504]
[ 4.02992715],[ 27.21717659]
[ 4.55883415],[ 13.7004941]
[ 2.39477591],[ 119.92448848]
[ 3.47378842],[ 24.54449198]
[ 2.60816263],[ 22.83375342]
[ 2.51100832],[ 15.55121724]
[ 2.88176743],[ 122.35402277]
[ 4.27251669],[ 13.29922612]
[ 3.59339506],[ 7.70821232]
[ 3.97810102],[ 41.39705553]
[ 1.90816008],[ 125.24967061]
[ 1.16146255],[ 19.78348772]
[ 3.49486346],[ 19.576187]
[ 4.41723168],[ 122.56162723]
[ 3.25123865],[ 124.99514614]
[ 2.95695087],[ 117.26121209]
[ 1.70136095],[ 119.07331723]
[ 3.68268303],[ 27.89528331]
[ 2.79192348],[ 122.03866619]
[ 3.15383276],[ 124.15673323]
[ 2.14065414],[ 125.33196746]
[ 3.18012695],[ 21.68045905]
[ 3.14576567],[ 125.12485775]
[ 3.0861063],[ 125.25854678]
[ 3.35873789],[ 124.90051142]
[ 2.77212115],[ 45.73333221]
[ 0.93435043],[ 1.44312186]
[ 3.09852048],[ 126.23190158]
[ 2.53693358],[ 117.36452194]
[ 2.43245512],[ 116.00050728]
[ 3.54877116],[ 38.72971387]
[ 3.31665677],[ 112.42590275]
[ 3.2571205],[ 123.54778443]
[ 3.061094],[ 124.67804792]
[ 3.95744404],[ 64.44641973]
[ 1.94592044],[ 123.17037182]
[ 2.7994954],[ 123.59366455]
[ 5.12349224],[ 125.82886037]
[ 2.12812091],[ 13.21384547]
[ 2.48622231],[ 2.14488593]
[ 2.85885733],[ 1.61850757]
[ 3.4086963],[ 125.45470023]
[ 4.37991904],[ 123.12630996]
[ 3.84343505],[ 8.9117388]
[ 3.72266995],[ 123.91219996]
[ 2.03571398],[ 125.16591228]
[ 3.96682337],[ 122.78843433]
[ 2.86569302],[ 6.06120569]
[ 4.48075634],[ 1.9968217]
[ 3.36005012],[ 28.94221263]
[ 2.33970907],[ 124.32642202]
[ 3.41944876],[ 2.16583645]
[ 3.54834546],[ 124.41459085]
[ 2.65646709],[ 117.94800681]
[ 2.92592719],[ 125.31091363]
[ 2.68660462],[ 124.22867522]
[ 2.32699734],[ 20.9034342]
[ 2.93811605],[ 123.37169375]
[ 3.28818518],[ 120.65689577]
[ 3.36922251],[ 8.50054087]
[ 3.80995619],[ 4.45742002]
[ 4.11532412],[ 126.11013319]
[ 2.47742034],[ 123.84765729]
[ 4.0840108],[ 121.59390667]
[ 2.72048411],[ 119.28923999]
[ 3.21038306],[ 121.81611686]
[ 3.72576174],[ 1.90094595]
[ 3.58085607],[ 13.61182259]
[ 1.59308295],[ 123.92363379]
[ 2.65690201],[ 23.10587877]
[ 2.69566172],[ 17.84261728]
[ 2.87137145],[ 119.41725844]
[ 3.51299565],[ 24.24272873]
[ 3.40803506],[ 122.54003469]
[ 2.90606998],[ 3.27499775]
[ 2.49604355],[ 121.92377729]
[ 3.65347053],[ 123.81234942]
[ 4.81258344],[ 9.06225577]
[ 3.61277281],[ 122.53811911]
[ 3.67750512],[ 121.53844193]
[ 3.34782365],[ 120.45057953]
[ 1.61876137],[ 24.65306934]
[ 3.14716479],[ 124.90463163]
[ 2.99342412],[ 123.81931077]
[ 3.51923391],[ 119.77907232]
[ 3.99686048],[ 66.22866898]
[ 3.41934873],[ 43.61287199]
[ 2.85707818],[ 6.30420323]
[ 3.58615144],[ 40.99268039]
[ 3.49635163],[ 124.65980405]
[ 3.1954208],[ 120.29870752]
[ 3.19146399],[ 122.04848067]
[ 3.32006002],[ 22.86989056]
[ 3.01240387],[ 3.18289944]
[ 3.26780499],[ 119.58471976]
[ 2.6764648],[ 4.43642347]
[ 3.7169948],[ 123.4144526]
[ 4.24693179],[ 124.71722553]
[ 3.25905896],[ 26.71855162]
[ 2.04281089],[ 125.56424832]
[ 4.80364237],[ 123.57918018]
[ 3.72486551],[ 39.86981495]
[ 3.10095975],[ 101.71064792]
[ 2.76132286],[ 125.61603025]
[ 3.15615814],[ 125.0330534]
[ 2.34545422],[ 21.52369747]
[ 4.14353219],[ 9.15697167]
[ 2.93811613],[ 25.47756568]
[ 3.2169121],[ 20.28841537]
[ 3.79524294],[ 125.97844551]
[ 3.81716839],[ 10.97526769]
[ 3.32706243],[ 33.11160199]
[ 2.75841327],[ 30.79710295]
[ 3.20653012],[ 15.53508893]
[ 3.28638644],[ 124.07262218]
[ 3.02761752],[ 20.47183134]
[ 2.80193159],[ 2.89736542]
[ 4.41508395],[ 3.53476275]
[ 3.24407057],[ 123.90518025]
[ 4.56988742],[ 39.25595898]
[ 2.87086281],[ 124.64604014]
[ 3.23568441],[ 121.00268071]
[ 3.01059448],[ 32.16486615]
[ 2.27255178],[ 122.61983036]
[ 3.32281054],[ 125.56135139]
[ 3.56927564],[ 1.59601078]
[ 4.23264868],[ 126.28022791]
[ 3.0514476],[ 31.95462796]
[ 3.04631356],[ 122.12750631]
