delta_R,m_mu_mu
[ 2.27417182],[ 7.88780898]
[ 3.73608927],[ 122.24091056]
[ 3.88087441],[ 2.5976598]
[ 1.21163993],[ 13.02431957]
[ 3.22836946],[ 21.13299447]
[ 2.61989664],[ 21.44701235]
[ 1.63977331],[ 1.97256185]
[ 4.63738284],[ 10.58221145]
[ 4.15523672],[ 125.67903819]
[ 4.10302831],[ 36.93668802]
[ 3.83512177],[ 125.40541085]
[ 5.23002322],[ 106.13277767]
[ 3.49985901],[ 8.07057622]
[ 3.19805719],[ 123.21292385]
[ 3.51414336],[ 123.60847649]
[ 3.32853563],[ 21.06527304]
[ 3.98868832],[ 12.11119829]
[ 4.04662307],[ 11.30506913]
[ 4.43455864],[ 9.79342832]
[ 3.57745666],[ 2.58125453]
[ 2.57954278],[ 23.89792042]
[ 3.57146447],[ 123.71845596]
[ 3.37078773],[ 18.67455524]
[ 1.70988173],[ 120.58351217]
[ 2.99548829],[ 127.02293851]
[ 4.36375799],[ 69.85888057]
[ 3.49922241],[ 124.08517306]
[ 2.59781609],[ 29.94850279]
[ 2.45822716],[ 122.93978826]
[ 4.16266646],[ 41.24844678]
[ 2.77504149],[ 121.28789845]
[ 2.90340257],[ 125.75659796]
[ 3.75424031],[ 9.38574135]
[ 2.27892802],[ 2.16881174]
[ 4.21576554],[ 7.40391226]
[ 3.50702316],[ 125.86332176]
[ 2.65125147],[ 123.93392034]
[ 3.69392481],[ 125.54898991]
[ 3.35732806],[ 2.64277903]
[ 2.99689959],[ 15.41668413]
[ 3.36292512],[ 123.53029322]
[ 4.13325626],[ 11.73009408]
[ 3.91349479],[ 16.9402599]
[ 3.28552334],[ 3.95863685]
[ 3.47502922],[ 48.20168565]
[ 3.33025546],[ 38.1572374]
[ 3.40980306],[ 123.11752025]
[ 3.65015605],[ 126.04361186]
[ 2.61528564],[ 61.23187563]
[ 3.21495338],[ 122.37048047]
[ 4.15889959],[ 124.82750257]
[ 2.62701871],[ 18.31438383]
[ 2.75392172],[ 103.20960326]
[ 4.08132011],[ 113.58788046]
[ 2.57487078],[ 125.04162227]
[ 3.26004765],[ 8.20858484]
[ 2.99392881],[ 73.47968354]
[ 3.54539261],[ 61.20614586]
[ 1.04662855],[ 1.75653898]
[ 3.44693766],[ 124.9440888]
[ 1.45764931],[ 27.93387132]
[ 2.069908],[ 25.7782344]
[ 3.21488694],[ 123.60822065]
[ 3.48964608],[ 123.82255349]
[ 3.75668924],[ 123.31433351]
[ 3.00574648],[ 10.88644183]
[ 3.36947882],[ 1.85698407]
[ 2.99773181],[ 123.63330643]
[ 2.93289119],[ 20.80379366]
[ 3.20725804],[ 125.0466945]
[ 2.91845992],[ 108.68883906]
[ 3.55538375],[ 11.0369299]
[ 3.03937608],[ 126.02852871]
[ 3.73578278],[ 123.73200992]
[ 4.03816716],[ 9.69237114]
[ 4.02844084],[ 120.67176373]
[ 2.99802467],[ 119.50699372]
[ 2.84694413],[ 124.61609833]
[ 2.92542907],[ 77.79522097]
[ 3.99918955],[ 2.90790656]
[ 3.367263],[ 5.97718298]
[ 3.07845963],[ 123.38163905]
[ 4.49412744],[ 10.90210382]
[ 3.65835974],[ 125.74261544]
[ 4.14080741],[ 120.6628027]
[ 3.44672826],[ 10.45438526]
[ 2.49095218],[ 5.74869821]
[ 3.70074974],[ 11.39472921]
[ 4.24455524],[ 20.23352779]
[ 3.54777147],[ 125.5751023]
[ 1.22252337],[ 116.33410666]
[ 3.35506741],[ 23.07622162]
[ 3.97064287],[ 8.05516851]
[ 3.6057249],[ 124.30129163]
[ 4.83522727],[ 122.9767418]
[ 3.24556255],[ 19.23511128]
[ 2.39357879],[ 98.0165895]
[ 3.53189011],[ 43.17142739]
[ 3.6411998],[ 6.44185739]
[ 3.50641562],[ 123.756151]
[ 5.88882387],[ 55.57631848]
[ 2.6585531],[ 16.98229236]
[ 3.15243254],[ 125.11571152]
[ 3.92144097],[ 14.98914892]
[ 1.36571634],[ 125.71997007]
[ 4.23527264],[ 11.01143275]
[ 3.04801913],[ 125.39653946]
[ 0.29327832],[ 0.67998298]
[ 1.19039749],[ 124.06050965]
[ 3.57885758],[ 56.08618038]
[ 3.27437958],[ 40.30760759]
[ 4.01993141],[ 11.99618243]
[ 3.10716137],[ 123.69356035]
[ 2.26621177],[ 125.88615839]
[ 2.85120646],[ 46.2287123]
[ 2.19589936],[ 123.88989072]
[ 4.31027998],[ 19.25358613]
[ 3.13250613],[ 122.39829447]
[ 3.69416591],[ 55.31299471]
[ 2.74934769],[ 123.9551165]
[ 2.98509583],[ 123.7513244]
[ 3.62342817],[ 123.67391355]
[ 2.1026044],[ 6.46951946]
[ 2.16882293],[ 121.95864519]
[ 2.98394998],[ 39.51564914]
[ 3.28185562],[ 124.73616579]
[ 4.06917404],[ 43.71787391]
[ 3.10250325],[ 30.1882609]
[ 1.94168938],[ 124.36269909]
[ 4.04142229],[ 1.91856584]
[ 3.66716329],[ 1.79687292]
[ 2.57535895],[ 26.80600219]
[ 1.72308171],[ 122.65830078]
[ 3.37453392],[ 103.00519456]
[ 3.30169093],[ 121.63520468]
[ 3.9319306],[ 37.26998136]
[ 3.57259849],[ 123.05753938]
[ 2.96799989],[ 15.26281982]
[ 3.32932011],[ 126.31298951]
[ 1.10389684],[ 122.14844114]
[ 3.24378896],[ 52.74808555]
[ 2.4545201],[ 30.61585581]
[ 3.21042982],[ 52.78154974]
[ 3.72226399],[ 3.66117491]
[ 2.22893853],[ 22.35806632]
[ 3.79173987],[ 7.52737796]
[ 2.89047747],[ 2.6179242]
[ 4.41059912],[ 8.29462665]
[ 2.70351373],[ 28.03174417]
[ 3.41252704],[ 125.4207898]
[ 3.57295761],[ 120.54603059]
[ 3.29415962],[ 16.18212883]
[ 3.12075545],[ 124.34453286]
[ 3.47234095],[ 125.14538535]
[ 4.44601288],[ 8.75783985]
[ 4.39286718],[ 121.98653589]
[ 4.84734173],[ 124.77457507]
[ 3.46797028],[ 119.50188853]
[ 4.0947589],[ 66.13887707]
[ 2.61875932],[ 22.26983432]
[ 3.32951592],[ 29.11578451]
[ 2.81628158],[ 124.77576962]
[ 3.04056827],[ 33.46591571]
[ 3.43163874],[ 123.03232884]
[ 3.00431728],[ 34.3237972]
[ 2.75974148],[ 125.74719543]
[ 3.09835465],[ 119.93097138]
[ 3.6342487],[ 125.74264067]
[ 4.01159443],[ 31.1041662]
[ 2.93556956],[ 15.24270234]
[ 1.74688918],[ 125.22804135]
[ 3.37608007],[ 123.86960131]
[ 3.72375708],[ 125.20614284]
[ 2.41651112],[ 40.17657392]
[ 3.86917495],[ 3.33074789]
[ 2.7976708],[ 122.34756139]
[ 3.48698388],[ 125.88164343]
[ 3.33748585],[ 7.19411232]
[ 3.02803825],[ 14.04251268]
[ 4.37780607],[ 56.05861035]
[ 3.5034404],[ 15.66650045]
[ 3.11240674],[ 124.94370839]
[ 4.0647493],[ 124.64038306]
[ 3.20847452],[ 124.860568]
[ 4.88135393],[ 123.56616806]
[ 3.10599374],[ 8.57458926]
[ 2.38292113],[ 121.53799118]
[ 3.71943433],[ 21.69103412]
[ 4.30334536],[ 1.94770015]
[ 2.49703081],[ 123.57182267]
[ 3.68548438],[ 120.41241386]
[ 1.66318409],[ 122.09862771]
[ 4.15264483],[ 9.50137647]
[ 3.30378206],[ 124.26974876]
[ 2.45145369],[ 2.83767262]
[ 3.45126093],[ 16.96082533]
[ 3.82691395],[ 123.32862649]
[ 3.83922017],[ 34.64396004]
[ 4.81564239],[ 46.31378336]
[ 3.6503821],[ 127.3878118]
[ 3.55397471],[ 125.38376793]
[ 3.13750565],[ 6.21653006]
[ 3.49547635],[ 19.34843091]
[ 3.2611089],[ 124.75528576]
[ 3.64366865],[ 125.82693093]
[ 2.34952151],[ 49.78994327]
[ 2.32630543],[ 124.92858349]
[ 3.34758421],[ 67.29802312]
[ 3.56458116],[ 122.4805115]
[ 3.76579074],[ 33.36266879]
[ 2.04509131],[ 127.04970259]
[ 3.15899471],[ 125.6007753]
[ 3.26160653],[ 121.98184014]
[ 5.078256],[ 32.18074618]
[ 3.90335337],[ 42.60998797]
[ 2.71675214],[ 1.73737331]
[ 2.38190188],[ 122.93841572]
[ 2.87623925],[ 126.29392088]
[ 3.19112932],[ 3.1474355]
[ 3.19275192],[ 123.56439392]
[ 2.73043169],[ 125.93464813]
[ 3.3110207],[ 27.90788471]
[ 3.98115668],[ 119.99494885]
[ 3.81156343],[ 126.21309659]
[ 3.68638838],[ 17.01147424]
[ 3.16719583],[ 125.53212459]
[ 3.78811698],[ 3.21072318]
[ 3.0329441],[ 118.76427381]
[ 3.55466074],[ 121.5622522]
[ 3.16499348],[ 125.2391909]
[ 3.73937869],[ 130.34976102]
[ 3.05833706],[ 10.77724885]
[ 4.10119095],[ 111.25025775]
[ 3.20410852],[ 32.26262162]
[ 2.30823211],[ 124.08005367]
[ 3.7962786],[ 9.03011844]
[ 3.33732002],[ 123.71283315]
[ 3.65310549],[ 122.33235878]
[ 3.49742547],[ 125.74099335]
[ 2.90517363],[ 42.0885243]
[ 5.96171181],[ 12.98876589]
[ 3.31362794],[ 42.80087625]
[ 3.44529382],[ 6.04185232]
[ 2.79867786],[ 124.81505068]
[ 2.99309717],[ 123.80012162]
[ 3.90400218],[ 1.94720065]
[ 3.52960475],[ 36.65813919]
[ 3.52617173],[ 8.55284497]
[ 3.2949016],[ 123.52495336]
[ 4.42291997],[ 12.45897936]
[ 3.07601293],[ 125.41854258]
[ 2.99071993],[ 5.99010269]
[ 1.75722451],[ 2.62827794]
[ 3.5642995],[ 8.57295425]
[ 3.36213297],[ 2.44718577]
[ 3.21895481],[ 20.4668674]
[ 3.06412751],[ 124.7627398]
[ 2.52098481],[ 2.36114272]
[ 3.68630584],[ 125.65194314]
[ 1.62236553],[ 119.63683288]
[ 2.68865764],[ 125.08643684]
[ 4.29521537],[ 6.92225337]
[ 3.17202702],[ 125.46602241]
[ 3.08829465],[ 124.69669115]
[ 3.70255523],[ 8.06967797]
[ 2.71570064],[ 124.74173]
[ 4.21849729],[ 16.19586537]
[ 3.53396534],[ 11.37403641]
[ 3.6629964],[ 122.11356771]
[ 2.93512973],[ 3.58751653]
[ 3.38327379],[ 24.36856177]
[ 3.51768136],[ 122.95845756]
[ 3.12752747],[ 38.06449243]
[ 2.81126774],[ 125.85608969]
[ 2.88464459],[ 120.61693116]
[ 3.87805919],[ 37.91154379]
[ 3.49271707],[ 2.80651882]
[ 4.29180131],[ 32.49116742]
[ 2.5121059],[ 26.64601882]
[ 1.49939949],[ 121.64867561]
[ 3.41998429],[ 123.32646669]
[ 4.55498736],[ 75.04581923]
[ 2.93427552],[ 123.22173558]
[ 2.74632433],[ 1.8928113]
[ 3.00975341],[ 123.85532021]
[ 2.55133181],[ 18.37567799]
[ 2.59257106],[ 126.15910211]
[ 2.88969666],[ 123.7716965]
[ 1.87909512],[ 122.96876483]
[ 4.26117682],[ 7.8762138]
[ 3.34996107],[ 122.67120922]
[ 3.29344735],[ 6.56121717]
[ 3.23408056],[ 9.12460904]
[ 3.42611349],[ 35.21515434]
[ 3.92896015],[ 10.13290527]
[ 0.72019978],[ 128.24432551]
[ 3.58978777],[ 121.90173725]
[ 3.21761393],[ 44.62567137]
[ 3.82321484],[ 121.02064342]
[ 3.35588567],[ 71.59731351]
[ 2.97642198],[ 10.07503969]
[ 3.09745508],[ 71.90864225]
[ 3.16423677],[ 15.97374971]
[ 2.7710843],[ 48.84619006]
[ 2.9770346],[ 125.27743753]
[ 3.05627994],[ 64.04221248]
[ 3.74508413],[ 4.77225443]
[ 4.83724544],[ 125.81805155]
[ 2.49192782],[ 125.28876061]
[ 2.89408616],[ 121.51574674]
[ 2.72944594],[ 125.57008533]
[ 3.36505238],[ 93.64333823]
[ 2.96867252],[ 25.81934108]
[ 3.68270192],[ 28.15608686]
[ 3.391168],[ 124.62327252]
[ 4.5037861],[ 58.46413022]
[ 5.57510603],[ 61.7926225]
[ 3.01185059],[ 121.38051778]
[ 3.39055687],[ 124.93189077]
[ 4.5030738],[ 43.1960208]
[ 2.33985593],[ 23.23772715]
[ 4.18440898],[ 11.71907145]
[ 2.12332411],[ 11.57246985]
[ 4.77403819],[ 125.0380045]
[ 1.77944849],[ 1.72607819]
[ 1.82104685],[ 2.45767863]
[ 1.77580391],[ 21.63366245]
[ 2.98324527],[ 124.83887161]
[ 3.17950316],[ 126.98559287]
[ 3.27011886],[ 17.9592853]
[ 4.19675125],[ 50.47735299]
[ 3.18561869],[ 113.69986652]
[ 2.35543165],[ 125.31641628]
[ 3.52830941],[ 6.23223028]
[ 3.11917304],[ 17.50819744]
[ 6.00898872],[ 23.77266543]
[ 2.90140892],[ 24.98058389]
[ 2.88656827],[ 126.91513557]
[ 3.04430117],[ 124.49476649]
[ 4.26347205],[ 125.70605932]
[ 2.89426934],[ 17.14064371]
[ 3.24398149],[ 43.08546602]
[ 4.1980682],[ 121.13400877]
[ 3.69625335],[ 52.42111292]
[ 2.87814604],[ 119.29703421]
[ 0.93227295],[ 15.42510132]
[ 3.82163151],[ 125.15825305]
[ 2.56732978],[ 2.07863396]
[ 2.58119223],[ 124.74646068]
[ 2.17349789],[ 121.60476174]
[ 3.97970438],[ 127.18522437]
[ 2.93520729],[ 126.24111325]
[ 2.45200021],[ 18.52104473]
[ 3.56457795],[ 127.96247105]
[ 3.50942816],[ 124.04423558]
[ 1.37781267],[ 2.45638304]
[ 1.56083068],[ 126.36796628]
[ 3.72004324],[ 123.79509532]
[ 2.16575135],[ 121.63447506]
[ 4.03891292],[ 8.71035308]
[ 4.03318501],[ 41.41784113]
[ 3.06000784],[ 123.13048003]
[ 3.08523508],[ 124.34250696]
[ 2.63850849],[ 56.91267687]
[ 2.43216041],[ 122.21157903]
[ 2.45907188],[ 13.19534046]
[ 4.65667996],[ 40.76407563]
[ 2.89114301],[ 110.38150697]
[ 4.00389559],[ 122.69945933]
[ 3.75291254],[ 7.79928954]
[ 4.26258783],[ 2.7162977]
[ 2.69146828],[ 123.19347729]
[ 3.36960987],[ 75.65083634]
[ 3.62297489],[ 39.89497339]
[ 3.79679011],[ 124.96075811]
[ 2.0525242],[ 125.25553006]
[ 3.44600896],[ 124.96938014]
[ 4.31503777],[ 2.79691247]
[ 3.97893028],[ 124.57717947]
[ 2.84782395],[ 108.66588665]
[ 3.69232842],[ 21.4697053]
[ 3.88842263],[ 16.98271327]
[ 3.93771256],[ 119.09148718]
[ 3.82033128],[ 126.80376007]
[ 1.94468801],[ 4.21250039]
[ 2.91164158],[ 120.94658801]
[ 3.333408],[ 124.77996533]
[ 2.91764961],[ 122.80417745]
[ 4.23598927],[ 10.05533943]
[ 3.1177391],[ 127.63880223]
[ 3.35173096],[ 6.33811859]
[ 1.70598977],[ 126.26240078]
[ 4.41189478],[ 6.84940912]
[ 3.20064122],[ 22.23474389]
[ 3.07331915],[ 122.78448704]
[ 3.49839903],[ 50.86351265]
[ 3.24808041],[ 13.49788349]
[ 3.64190653],[ 115.12023292]
[ 2.73720055],[ 15.05597533]
[ 4.44249958],[ 9.24050737]
[ 2.67454573],[ 123.1559582]
[ 3.26878283],[ 32.99276634]
[ 3.02308289],[ 125.41375164]
[ 4.71404406],[ 17.49622908]
[ 4.87440058],[ 9.92215346]
[ 2.64904113],[ 123.66619865]
[ 3.04088461],[ 28.77272731]
[ 2.88091861],[ 122.8202933]
[ 4.79574746],[ 21.54322609]
[ 2.82873152],[ 124.90281013]
[ 3.62819238],[ 123.29930458]
[ 2.69931666],[ 19.45702728]
[ 3.5695988],[ 123.71115709]
[ 3.0372095],[ 123.10568407]
[ 2.76538232],[ 108.9565356]
[ 2.83376585],[ 3.49590566]
[ 3.36140315],[ 3.36073729]
[ 3.84376722],[ 20.69413737]
[ 3.03596479],[ 114.8321371]
[ 3.33286314],[ 2.96457357]
[ 2.03108938],[ 1.99405686]
[ 3.59239977],[ 6.02958455]
[ 5.95597364],[ 123.1906467]
[ 2.27995156],[ 26.08187589]
[ 3.32512926],[ 125.87579199]
[ 4.23144789],[ 87.31417146]
[ 2.72541898],[ 125.16398315]
[ 5.14532727],[ 125.04529294]
[ 3.33369062],[ 125.27673347]
[ 3.37416684],[ 123.61396747]
[ 3.35879328],[ 39.23263991]
[ 3.16005795],[ 128.09455959]
[ 2.82593151],[ 20.3715198]
[ 3.26931466],[ 123.20235774]
[ 2.52055786],[ 123.93871577]
[ 3.51557043],[ 124.97043694]
[ 1.86994869],[ 122.10668433]
[ 2.99525777],[ 122.63598898]
[ 3.72852379],[ 33.45768262]
[ 3.35349435],[ 34.30019868]
[ 3.92145152],[ 124.56065579]
[ 3.61770081],[ 42.97519295]
[ 2.94642514],[ 29.76263551]
[ 2.73963481],[ 125.04371028]
[ 3.22203155],[ 6.56716787]
[ 3.45348189],[ 6.18846619]
[ 4.33375267],[ 122.46556467]
[ 2.96768236],[ 18.84908803]
[ 3.10145643],[ 125.33367267]
[ 2.44315944],[ 128.0415494]
[ 3.91915064],[ 6.4551646]
[ 5.68339761],[ 123.72826111]
[ 2.08513558],[ 3.41917655]
[ 3.3385345],[ 124.81797852]
[ 3.10423416],[ 122.80862446]
[ 2.01880833],[ 126.47977657]
[ 3.52351453],[ 40.09976795]
[ 3.2870012],[ 125.75551205]
[ 3.2553905],[ 26.65008369]
[ 2.2703695],[ 125.22667752]
[ 3.5100558],[ 125.2688455]
[ 3.13030496],[ 125.59129807]
[ 3.19981683],[ 97.40666044]
[ 3.09321178],[ 73.30282104]
[ 3.8589085],[ 25.39932129]
[ 3.61230361],[ 16.15153989]
[ 3.27639325],[ 124.47701037]
[ 3.26730378],[ 3.82323937]
[ 3.43514754],[ 122.12858466]
[ 2.20150501],[ 121.90432157]
[ 2.94578756],[ 2.59965805]
[ 4.21233749],[ 41.07603188]
[ 3.14529637],[ 125.03324722]
[ 3.4431773],[ 12.84049876]
[ 4.69534894],[ 76.02574734]
[ 3.59511692],[ 36.61886867]
[ 4.00122631],[ 124.82778476]
[ 2.55990711],[ 17.21404359]
[ 3.61199345],[ 27.65957721]
[ 2.57169443],[ 120.08352707]
[ 3.83963356],[ 122.72270259]
[ 2.56625855],[ 33.41157242]
[ 3.67934753],[ 3.22543442]
[ 4.69666319],[ 12.75524499]
[ 2.87727967],[ 124.60034131]
[ 3.5363445],[ 11.24859028]
[ 1.34998303],[ 123.89654148]
[ 3.28415728],[ 124.87971046]
[ 3.49107154],[ 121.57472017]
[ 4.28492466],[ 120.87932045]
[ 3.04500506],[ 36.59609818]
[ 3.86648498],[ 2.09513464]
[ 3.18187593],[ 23.03333997]
[ 2.57366606],[ 124.17994194]
[ 2.85756142],[ 28.48885295]
[ 4.08932196],[ 127.9318888]
[ 1.91659472],[ 104.36428981]
[ 4.16083985],[ 121.46477346]
[ 4.37749587],[ 123.67787145]
[ 3.21403624],[ 126.15617475]
[ 3.36853633],[ 123.7328768]
[ 3.40587617],[ 7.83703986]
[ 3.04792866],[ 124.39448912]
[ 2.36732179],[ 23.49071922]
[ 4.951039],[ 17.54480057]
[ 3.14996019],[ 124.67970288]
[ 1.89184325],[ 2.72190021]
[ 4.07186689],[ 122.50905204]
[ 1.77850591],[ 125.93080025]
[ 2.19990595],[ 125.57485882]
[ 1.81200674],[ 125.12544787]
[ 3.26683821],[ 56.72997898]
[ 1.20237609],[ 104.15980304]
[ 3.09140516],[ 125.08245649]
[ 2.86094263],[ 124.87988263]
[ 3.21743916],[ 44.21428673]
[ 2.65585831],[ 1.89313146]
[ 2.19525324],[ 2.1612173]
[ 2.99727477],[ 125.47958756]
[ 3.20796761],[ 26.93847326]
[ 3.44642454],[ 126.62292809]
[ 3.51844593],[ 36.16280884]
[ 2.34955253],[ 2.73166582]
[ 3.08544763],[ 125.59334412]
[ 2.66442941],[ 25.22207215]
[ 4.48762256],[ 122.91400972]
[ 4.8978376],[ 3.07694339]
[ 3.37536511],[ 125.22317311]
[ 3.44535815],[ 125.18024936]
[ 3.56564095],[ 13.3046171]
[ 3.45369709],[ 10.85354463]
[ 2.45950399],[ 127.8598726]
[ 4.15257871],[ 122.65382351]
[ 3.5902024],[ 120.0262273]
[ 3.18666801],[ 115.92840744]
[ 2.94864685],[ 122.54779504]
[ 3.27200581],[ 123.29581836]
[ 1.76928355],[ 123.7676788]
[ 3.4224479],[ 124.40019059]
[ 4.80277358],[ 2.98234213]
[ 2.62435516],[ 124.71837807]
[ 2.25725037],[ 125.58273397]
[ 3.39858252],[ 122.91804012]
[ 1.86758242],[ 127.13148834]
[ 3.15871921],[ 125.06336521]
[ 3.24267561],[ 14.29682799]
[ 2.98905324],[ 35.11276852]
[ 2.85925512],[ 24.45758925]
[ 3.71829281],[ 2.01463057]
[ 3.03021248],[ 123.79815351]
[ 2.57039732],[ 122.89300194]
[ 3.67127346],[ 8.0147171]
[ 3.4363361],[ 10.49477186]
[ 1.94845254],[ 120.99260796]
[ 3.70072214],[ 11.04552494]
[ 3.02346134],[ 124.35786392]
[ 3.1720926],[ 125.64491027]
[ 3.06162122],[ 34.65306341]
[ 3.56064297],[ 26.82803897]
[ 3.15160881],[ 126.68363155]
[ 3.50898705],[ 123.72390037]
[ 2.76211125],[ 123.86469776]
[ 3.72493001],[ 28.11110401]
[ 3.19925322],[ 122.83509111]
[ 3.36525787],[ 54.84210277]
[ 3.40452317],[ 26.26422043]
[ 2.87171935],[ 14.03191413]
[ 3.09394198],[ 123.50884801]
[ 3.08129897],[ 121.24412168]
[ 2.97085265],[ 48.98203069]
[ 1.25780453],[ 13.54674415]
[ 3.53694279],[ 99.81497849]
[ 2.06339901],[ 122.38198134]
[ 3.00744471],[ 2.71847178]
[ 2.26401744],[ 13.20698234]
[ 2.9092177],[ 26.89276068]
[ 3.48735006],[ 123.95259402]
[ 4.74280793],[ 12.12175265]
[ 1.51042733],[ 18.62052178]
[ 4.96535583],[ 126.96335723]
[ 3.82803082],[ 31.16517536]
[ 3.61998035],[ 2.40394073]
[ 3.46128644],[ 124.21294636]
[ 3.26332577],[ 59.21183742]
[ 3.17920831],[ 123.68020997]
[ 2.97259889],[ 125.46019239]
[ 3.65786057],[ 2.42741589]
[ 3.53709731],[ 7.93283055]
[ 3.53791387],[ 3.44580877]
[ 2.64507267],[ 32.01517298]
[ 2.41873398],[ 1.8015845]
[ 2.90499734],[ 5.17754903]
[ 3.71701069],[ 2.26413168]
[ 3.9158678],[ 124.297056]
[ 3.22575448],[ 124.37913141]
[ 3.0834624],[ 44.62052838]
[ 2.90158694],[ 127.02089696]
[ 3.32978091],[ 19.79420593]
[ 1.63124335],[ 10.48098806]
[ 3.38200269],[ 2.48455315]
[ 3.24612586],[ 20.05436912]
[ 2.29527397],[ 125.5432738]
[ 2.25101095],[ 23.49236875]
[ 2.91383358],[ 124.46088782]
[ 3.55018332],[ 38.70262752]
[ 2.51218564],[ 124.58776347]
[ 2.56202987],[ 125.37849827]
[ 3.64627804],[ 2.97319697]
[ 3.14520774],[ 121.90349053]
[ 2.26099748],[ 2.01429221]
[ 3.6503749],[ 6.44764831]
[ 3.0532126],[ 2.15670157]
[ 2.36456642],[ 10.5816514]
[ 3.51456401],[ 1.91291933]
[ 2.59923743],[ 40.0952142]
[ 3.14226388],[ 38.98227451]
[ 3.30676157],[ 125.58700244]
[ 4.32557003],[ 123.63430435]
[ 2.9982385],[ 125.05914778]
[ 2.72733624],[ 124.82291345]
[ 3.52147242],[ 25.2396956]
[ 2.23254073],[ 13.39747573]
[ 3.08272026],[ 124.10077107]
[ 2.91498794],[ 45.94411605]
[ 3.77018011],[ 125.66066761]
[ 3.66856233],[ 28.66857507]
[ 1.74645994],[ 18.69247938]
[ 3.43367986],[ 124.75937325]
[ 2.12613069],[ 7.35753412]
[ 2.0474996],[ 123.46235168]
[ 2.88235399],[ 125.53388849]
[ 3.87895506],[ 32.83681878]
[ 2.91524404],[ 125.06939195]
[ 2.36786305],[ 125.36847469]
[ 3.57500304],[ 95.52538179]
[ 3.74354165],[ 124.99003881]
[ 2.03228289],[ 101.15749291]
[ 3.15064963],[ 124.56936678]
[ 4.79423577],[ 1.74329313]
[ 3.151092],[ 24.73747951]
[ 3.27083142],[ 125.8327301]
[ 3.83996541],[ 6.32884761]
[ 2.85780169],[ 3.05488744]
[ 3.47889915],[ 6.32238824]
[ 3.530797],[ 122.20214093]
[ 3.6672747],[ 2.45199332]
[ 4.23014882],[ 120.93448242]
[ 2.41254204],[ 123.0654999]
[ 4.22520187],[ 124.61630185]
[ 3.85860777],[ 124.78979058]
[ 2.07168625],[ 123.21733999]
[ 4.2620937],[ 12.85967577]
[ 3.37067278],[ 44.16390504]
[ 2.31061954],[ 23.87378162]
[ 2.28426095],[ 125.2304792]
[ 3.34053471],[ 125.7404951]
[ 3.13425008],[ 128.35912303]
[ 2.88159928],[ 123.37745664]
[ 1.96556209],[ 107.29282246]
[ 2.7834121],[ 18.97396205]
[ 3.2198736],[ 126.12045397]
[ 3.02114757],[ 18.45721341]
[ 2.64662696],[ 7.47578105]
[ 3.01285007],[ 4.1947683]
[ 3.09444957],[ 125.84267637]
[ 3.05724824],[ 2.03139773]
[ 3.32494769],[ 125.49991902]
[ 3.4642532],[ 125.1510404]
[ 2.72647284],[ 125.37053616]
[ 3.36429227],[ 35.98677445]
[ 2.9100251],[ 18.9360203]
[ 3.88427359],[ 124.17564172]
[ 3.01161],[ 25.60587446]
[ 3.34040812],[ 124.7932175]
[ 3.31315793],[ 43.82618701]
[ 2.84366107],[ 28.39842581]
[ 3.36027809],[ 38.39465354]
[ 3.78883848],[ 94.67424946]
[ 3.40954981],[ 38.68508491]
[ 3.75219446],[ 123.05635716]
[ 2.49382942],[ 29.29508777]
[ 3.45525556],[ 24.34704984]
[ 3.72807266],[ 127.00611648]
[ 3.41988695],[ 125.57321447]
[ 4.218805],[ 1.39568545]
[ 4.0412841],[ 123.29536136]
[ 3.42171693],[ 127.10357803]
[ 1.40434267],[ 125.38074936]
[ 3.14616692],[ 123.94536626]
[ 2.51144428],[ 125.18435587]
[ 4.10275134],[ 21.04234074]
[ 1.98472725],[ 12.77061679]
[ 3.36383945],[ 125.25633531]
[ 3.34550457],[ 112.07814474]
[ 3.20181456],[ 46.51559455]
[ 3.64956857],[ 125.76680842]
[ 4.03275131],[ 7.23164224]
[ 1.97928712],[ 124.55667649]
[ 3.1569368],[ 119.40001921]
[ 2.97267736],[ 124.80874701]
[ 2.75751707],[ 14.79939888]
[ 1.24189521],[ 121.86008586]
[ 3.05385623],[ 30.99007141]
[ 3.57650626],[ 118.15076449]
[ 3.49632699],[ 125.70270193]
[ 2.56839449],[ 121.5726983]
[ 3.73493572],[ 125.45973132]
[ 3.16315748],[ 4.21420919]
[ 3.85309379],[ 78.25281343]
[ 3.60848479],[ 123.57638357]
[ 3.4390354],[ 28.35093211]
[ 3.38595091],[ 124.58491856]
[ 2.63080629],[ 20.26144996]
[ 3.53072693],[ 42.48706294]
[ 2.88063736],[ 126.00795339]
[ 3.25692559],[ 126.47113713]
[ 4.07157939],[ 19.08815684]
[ 2.63954292],[ 28.44326348]
[ 2.61596558],[ 123.71530863]
[ 3.31121689],[ 125.7190016]
[ 3.44834949],[ 7.94770238]
[ 4.52051084],[ 13.68922196]
[ 3.68060945],[ 123.96862937]
[ 2.70615977],[ 110.59859901]
[ 2.26274773],[ 123.10098348]
[ 3.2616881],[ 23.1684382]
[ 2.96062769],[ 125.37325975]
[ 2.6966528],[ 125.29642067]
[ 3.3972805],[ 125.38346699]
[ 1.24725098],[ 1.67368713]
[ 2.70517479],[ 22.8114097]
[ 3.72775405],[ 32.04271714]
[ 3.03753639],[ 126.28399028]
[ 2.91930399],[ 121.21015373]
[ 2.85395906],[ 18.7191867]
[ 1.61921628],[ 123.44849198]
