dimuon_eta_1,dimuon_eta_2,dimuon_inv_m,dimuon_phi_1,dimuon_phi_2,dimuon_pt_1,dimuon_pt_2,dimuon_sys_pt,higgs_eta,higgs_phi,higgs_pt
1.47131001949,-0.86115282774,125.003503135,2.98913264275,-0.90345621109,74.3505554199,17.7168903351,62.5782176821,-0.543291628361,-1.09786760807,62.578212738
0.00173687457573,-1.14516949654,124.998957582,2.54999613762,-0.955515503883,59.4668426514,49.2488479614,22.0909585082,-2.04456591606,-2.81661891937,22.0909633636
1.91230809689,0.55308508873,124.999896542,0.860334992409,-2.06114864349,59.178062439,43.2713508606,19.4057944453,3.12801766396,0.351855963469,19.4057998657
0.531423389912,0.300190508366,124.99629496,0.96587818861,-2.26162052155,67.1755752563,57.4804458618,11.0667835449,2.30504560471,-2.7235147953,11.0667819977
2.77364420891,1.1448713541,125.001822625,0.676527917385,-2.29524469376,68.8855209351,31.2224349976,38.4757710258,2.89357352257,0.538949728012,38.475769043
-0.125082820654,-0.415263235569,125.004642304,1.38546860218,-2.32124376297,71.6963806152,57.7523422241,38.4963695755,-0.869981646538,3.02898550034,38.4963645935
3.36243653297,1.25507712364,125.004159229,-0.103008717299,-2.25740432739,49.3169403076,33.5283241272,41.6417293582,3.6044075489,-1.52063977718,41.6417312622
1.62065470219,0.972492277622,125.011815159,1.82523727417,-2.03602933884,76.4813537598,51.874206543,50.7265489828,2.14044594765,2.56491804123,50.7265548706
2.73130464554,-0.87153083086,125.003379316,1.25908732414,-1.97282540798,42.2857437134,9.54315757751,32.7927838185,2.95446634293,-1.99907708168,32.7927856445
-0.976371467113,-1.47047662735,124.99704583,1.62228810787,-1.89319014549,92.7827453613,40.9623985291,56.6610634652,-2.14163780212,1.88949894905,56.6610641479
1.96821320057,0.986198306084,124.997953676,3.13593864441,0.237222656608,58.0761680603,53.9611740112,14.1735533288,3.62622332573,1.97891759872,14.1735525131
3.04766631126,2.32618808746,124.998729194,-0.101687207818,-3.00586342812,61.8726387024,56.2750778198,15.0557154332,4.7895526886,-1.93189466,15.0557126999
2.10977482796,1.25702559948,125.004709419,2.92272162437,2.09893059731,290.100860596,38.1087303162,317.22832967,1.42793512344,2.8344643116,317.22833252
0.174837142229,0.041237745434,125.000843289,0.662947595119,-3.08350753784,117.210945129,36.3927459717,89.6950065194,0.243947803974,2.9668571949,89.6950073242
-0.356794089079,-3.21537399292,124.9990207,2.86977481842,0.132612273097,37.3991737366,21.6100025177,19.4858278741,-3.36788654327,2.41819190979,19.485830307
-1.50578260422,-1.84525609016,125.00618206,0.948730528355,-2.32882928848,66.733795166,57.1419525146,12.7432976885,-3.94269585609,-2.98213005066,12.7433004379
0.900969445705,-2.38163590431,125.000694995,0.0248207133263,-2.85813355446,27.2785778046,20.0165977478,9.43709943348,-3.28441357613,-0.548577785492,9.43709850311
0.45599630475,-0.719695270061,124.997938017,1.98443841934,-2.04589223862,64.5882034302,50.295211792,51.0452235573,-0.504596889019,2.85527944565,51.0452232361
0.958231627941,-2.01436114311,124.996026195,2.67080521584,-2.62201738358,40.9922676086,20.6057682037,55.0579962318,-1.58009374142,-2.94032740593,55.0579986572
0.56506717205,-0.370285838842,124.996744304,2.16916584969,-0.766174972057,62.917842865,50.6977157593,16.8684404544,0.93894892931,-0.103155106306,16.8684444427
-0.70950204134,-3.4714179039,124.959273651,1.82161915302,-1.34749794006,57.6306686401,15.1424255371,42.4960220378,-3.78812456131,-1.35730457306,42.4960212708
0.42502656579,-0.303931951523,125.00351349,0.259947508574,-3.12425518036,74.1808929443,46.8437194824,30.8358824845,-0.0771050006151,0.633527994156,30.8358840942
-1.01682496071,-2.01655459404,125.000689069,0.723968744278,-2.07306432724,66.3088684082,47.4321174622,26.9453300072,-2.94207859039,0.087199293077,26.9453334808
-0.0511370114982,-0.327132940292,124.99808312,1.91423797607,-1.88966071606,81.8851318359,52.2220954895,51.8467133002,-0.405042976141,-2.55762529373,51.8467140198
